id,source_id,target_id,relation_type,direction,description,status,evidence,notes,tags
REL-AUTO-0092,FEAT-AUTO-0019,API-AUTO-0058,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0093,FEAT-AUTO-0020,API-AUTO-0059,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0094,FEAT-AUTO-0020,API-AUTO-0060,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0095,FEAT-AUTO-0020,API-AUTO-0061,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0096,FEAT-AUTO-0020,API-AUTO-0062,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0097,FEAT-AUTO-0020,API-AUTO-0063,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0098,FEAT-AUTO-0020,API-AUTO-0064,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0099,FEAT-AUTO-0020,API-AUTO-0065,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0100,FEAT-AUTO-0020,API-AUTO-0066,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0101,FEAT-AUTO-0020,API-AUTO-0067,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0102,FEAT-AUTO-0020,API-AUTO-0068,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0103,FEAT-AUTO-0020,API-AUTO-0069,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0104,FEAT-AUTO-0020,API-AUTO-0070,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0105,FEAT-AUTO-0020,API-AUTO-0071,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0106,FEAT-AUTO-0020,API-AUTO-0072,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0107,FEAT-AUTO-0021,API-AUTO-0074,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0108,FEAT-AUTO-0021,API-AUTO-0075,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0109,FEAT-AUTO-0022,API-AUTO-0076,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0110,FEAT-AUTO-0022,API-AUTO-0077,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0111,FEAT-AUTO-0023,API-AUTO-0078,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0112,FEAT-AUTO-0024,API-AUTO-0079,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0113,FEAT-AUTO-0025,API-AUTO-0080,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0114,FEAT-AUTO-0026,API-AUTO-0081,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0115,FEAT-AUTO-0026,API-AUTO-0082,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0116,FEAT-AUTO-0027,API-AUTO-0083,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0117,FEAT-AUTO-0027,API-AUTO-0084,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0118,FEAT-AUTO-0028,API-AUTO-0085,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0119,FEAT-AUTO-0028,API-AUTO-0086,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0120,FEAT-AUTO-0003,API-AUTO-0088,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0121,FEAT-AUTO-0004,API-AUTO-0090,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0122,FEAT-AUTO-0006,API-AUTO-0091,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0123,FEAT-AUTO-0006,API-AUTO-0092,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0124,FEAT-AUTO-0008,API-AUTO-0093,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0125,FEAT-AUTO-0009,API-AUTO-0094,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0126,FEAT-AUTO-0012,API-AUTO-0095,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0127,FEAT-AUTO-0013,API-AUTO-0096,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0128,FEAT-AUTO-0013,API-AUTO-0097,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0129,FEAT-AUTO-0013,API-AUTO-0098,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0130,FEAT-AUTO-0013,API-AUTO-0099,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0131,FEAT-AUTO-0016,API-AUTO-0100,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0132,FEAT-AUTO-0018,API-AUTO-0101,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0133,FEAT-AUTO-0020,API-AUTO-0102,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0134,FEAT-AUTO-0020,API-AUTO-0103,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0135,FEAT-AUTO-0020,API-AUTO-0104,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0136,FEAT-AUTO-0020,API-AUTO-0105,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0137,FEAT-AUTO-0020,API-AUTO-0106,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0138,FEAT-AUTO-0020,API-AUTO-0107,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0139,FEAT-AUTO-0021,API-AUTO-0109,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0140,FEAT-AUTO-0022,API-AUTO-0110,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0141,FEAT-AUTO-0026,API-AUTO-0111,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0142,FEAT-AUTO-0027,API-AUTO-0112,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0143,FEAT-AUTO-0028,API-AUTO-0113,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0144,FEAT-AUTO-0001,API-AUTO-0115,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0145,FEAT-AUTO-0002,API-AUTO-0116,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0146,FEAT-AUTO-0003,API-AUTO-0117,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0147,FEAT-AUTO-0004,API-AUTO-0118,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0148,FEAT-AUTO-0006,API-AUTO-0119,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0149,FEAT-AUTO-0006,API-AUTO-0120,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0150,FEAT-AUTO-0006,API-AUTO-0121,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0151,FEAT-AUTO-0006,API-AUTO-0122,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0152,FEAT-AUTO-0006,API-AUTO-0123,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0153,FEAT-AUTO-0006,API-AUTO-0124,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0154,FEAT-AUTO-0006,API-AUTO-0125,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0155,FEAT-AUTO-0006,API-AUTO-0126,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0156,FEAT-AUTO-0006,API-AUTO-0127,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0157,FEAT-AUTO-0006,API-AUTO-0128,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0158,FEAT-AUTO-0006,API-AUTO-0129,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0159,FEAT-AUTO-0006,API-AUTO-0130,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0160,FEAT-AUTO-0006,API-AUTO-0131,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0161,FEAT-AUTO-0008,API-AUTO-0132,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0162,FEAT-AUTO-0009,API-AUTO-0133,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0163,FEAT-AUTO-0012,API-AUTO-0134,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0164,FEAT-AUTO-0013,API-AUTO-0135,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0165,FEAT-AUTO-0013,API-AUTO-0136,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0166,FEAT-AUTO-0014,API-AUTO-0137,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0167,FEAT-AUTO-0015,API-AUTO-0138,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0168,FEAT-AUTO-0015,API-AUTO-0139,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0169,FEAT-AUTO-0015,API-AUTO-0140,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0170,FEAT-AUTO-0015,API-AUTO-0141,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0171,FEAT-AUTO-0015,API-AUTO-0142,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0172,FEAT-AUTO-0015,API-AUTO-0143,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0173,FEAT-AUTO-0015,API-AUTO-0144,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0174,FEAT-AUTO-0015,API-AUTO-0145,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0175,FEAT-AUTO-0016,API-AUTO-0146,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0176,FEAT-AUTO-0018,API-AUTO-0147,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0177,FEAT-AUTO-0020,API-AUTO-0148,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0178,FEAT-AUTO-0020,API-AUTO-0149,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0179,FEAT-AUTO-0020,API-AUTO-0150,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0180,FEAT-AUTO-0020,API-AUTO-0151,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0181,FEAT-AUTO-0020,API-AUTO-0152,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0182,FEAT-AUTO-0021,API-AUTO-0153,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0183,FEAT-AUTO-0022,API-AUTO-0154,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0184,FEAT-AUTO-0026,API-AUTO-0155,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0185,FEAT-AUTO-0027,API-AUTO-0156,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0186,FEAT-AUTO-0028,API-AUTO-0157,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0187,FEAT-AUTO-0028,API-AUTO-0158,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0188,FEAT-AUTO-0028,API-AUTO-0159,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0189,FEAT-AUTO-0028,API-AUTO-0160,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0190,FEAT-AUTO-0013,API-AUTO-0164,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0191,FEAT-AUTO-0015,API-AUTO-0165,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0192,FEAT-AUTO-0015,API-AUTO-0166,owns,outbound,Feature owns API surface (auto-enriched).,partial,docs/architecture/nodes/api_routes.csv,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #feature #api
REL-AUTO-0193,FEAT-ARCH-EVIDENCE-SYSTEM,DOC-ARCH-EVIDENCE-SYSTEM,contains,outbound,Node contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0194,FEAT-ARCH-EVIDENCE-SYSTEM,SCRIPT-ARCH-GRAPH-GENERATOR,contains,outbound,Node contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0195,FEAT-ARCH-EVIDENCE-SYSTEM,CSV-NODES,contains,outbound,Node contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0196,FEAT-ARCH-EVIDENCE-SYSTEM,CSV-RELATIONS,contains,outbound,Node contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0197,FEAT-ARCH-EVIDENCE-SYSTEM,CSV-CHAINS,contains,outbound,Node contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0198,FEAT-ARCH-EVIDENCE-SYSTEM,CSV-TESTS,contains,outbound,Node contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
REL-AUTO-0199,FEAT-ARCH-EVIDENCE-SYSTEM,DOC-ARCH-SOURCE-OF-TRUTH,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0200,AGENT-COORDINATOR,FEAT-ARCH-EVIDENCE-SYSTEM,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0201,DOC-ARCH-EVIDENCE-SYSTEM,DOC-ARCH-SOURCE-OF-TRUTH,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0202,AGENT-COORDINATOR,DOC-ARCH-EVIDENCE-SYSTEM,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0203,SCRIPT-ARCH-GRAPH-GENERATOR,CSV-NODES,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0204,SCRIPT-ARCH-GRAPH-GENERATOR,CSV-RELATIONS,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0205,SCRIPT-ARCH-GRAPH-GENERATOR,CSV-CHAINS,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0206,SCRIPT-ARCH-GRAPH-GENERATOR,CSV-TESTS,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0207,AGENT-COORDINATOR,SCRIPT-ARCH-GRAPH-GENERATOR,depends_on,outbound,Used-by reverse dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0208,CSV-NODES,DOC-ARCH-EVIDENCE-SYSTEM,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0209,CSV-RELATIONS,CSV-NODES,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0210,CSV-CHAINS,CSV-NODES,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0211,CSV-TESTS,CSV-NODES,depends_on,outbound,Node dependency mapping (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #dependency
REL-AUTO-0212,DOC-ARCH-README,DOC-ARCH-SOURCE-OF-TRUTH,contains,outbound,Parent contains child node (auto-enriched).,partial,docs/architecture/nodes,Auto-enriched relation. Upgrade to verified when directly proven.,#auto #hierarchy
